path	classification	rationale
backend/auth-service/src/test/java/com/apimarketplace/auth/web/version/CeInstallIdProviderTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/auth-service/src/test/java/com/apimarketplace/auth/web/version/CeInstallPingRecorderTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/auth-service/src/test/java/com/apimarketplace/auth/web/version/CeInstallPingRetentionSchedulerTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/auth-service/src/test/java/com/apimarketplace/auth/web/version/CeInstallStatsControllerTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/auth-service/src/test/java/com/apimarketplace/auth/web/version/CeInstallTelemetryGatingTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/auth-service/src/test/java/com/apimarketplace/auth/web/version/CeReleaseControllerTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/auth-service/src/test/java/com/apimarketplace/auth/web/version/CeReleaseEndpointWiringTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/auth-service/src/test/java/com/apimarketplace/auth/web/version/CeReleaseFeedSightingTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/auth-service/src/test/java/com/apimarketplace/auth/web/version/CeReleasePropertyBindingTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/auth-service/src/test/java/com/apimarketplace/auth/web/version/CeVersionCheckSchedulerTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/auth-service/src/test/java/com/apimarketplace/auth/web/version/HttpReleaseFeedClientInstallIdTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/catalog-service/src/main/resources/catalog-seeds/generation-seed.json	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/common-storage-service/src/main/java/com/apimarketplace/common/storage/signing/ShowcaseUrlSigner.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/common-storage-service/src/main/java/com/apimarketplace/common/storage/url/FileProxyUrls.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/common-storage-service/src/main/java/com/apimarketplace/common/storage/url/StorageKeys.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/common-storage-service/src/test/java/com/apimarketplace/common/storage/signing/ShowcaseUrlSignerTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/common-storage-service/src/test/java/com/apimarketplace/common/storage/url/FileProxyUrlsTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/common-storage-service/src/test/java/com/apimarketplace/common/storage/url/StorageKeysTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/conversation-service/src/main/java/com/apimarketplace/conversation/service/ai/CoreToolsProvider.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/conversation-service/src/test/java/com/apimarketplace/conversation/service/ai/CoreToolsProviderTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/datasource-service/src/main/java/com/apimarketplace/datasource/crud/service/ColumnValueCoercer.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/datasource-service/src/main/java/com/apimarketplace/datasource/crud/service/CrudExecutorService.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/datasource-service/src/main/java/com/apimarketplace/datasource/services/DataSourceExportService.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/datasource-service/src/main/java/com/apimarketplace/datasource/tools/datasource/DataSourceTableModule.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/datasource-service/src/main/java/com/apimarketplace/datasource/tools/datasource/DataSourceToolsProvider.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/datasource-service/src/test/java/com/apimarketplace/datasource/crud/service/ColumnValueCoercerTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/datasource-service/src/test/java/com/apimarketplace/datasource/crud/service/CrudExecutorServiceTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/interface-service/src/main/java/com/apimarketplace/interfaces/tools/InterfaceToolsProvider.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/migration-service/src/main/resources/db/migration/V454__ce_install_telemetry.sql	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/migration-service/src/main/resources/db/migration/V455__repair_table_media_cells.sql	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/migration-service/src/main/resources/db/migration/V456__merge_docs_state_the_all_skipped_rule.sql	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/monolith-service/src/main/java/com/apimarketplace/monolith/storage/MonolithFileStorageServiceAdapter.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/pom.xml	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/controllers/dto/WorkflowRelationRef.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/controllers/dto/WorkflowRelations.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/controllers/workflow/WorkflowRelationController.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/domain/file/FileRef.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/domain/file/FileRefScanner.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/domain/workflow/BackEdgeSpecs.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/execution/v2/adhoc/AdHocNodeExecutionService.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/execution/v2/adhoc/AdHocNodeResult.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/execution/v2/engine/BackEdgeHandler.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/execution/v2/engine/ExecutionContext.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/execution/v2/engine/UnifiedExecutionEngine.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/execution/v2/services/MergeReachabilityGuard.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/execution/v2/services/ReadyNodeCalculator.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/execution/v2/services/V2StepByStepContextManager.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/persistence/WorkflowStepDataRepository.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/repository/WorkflowRepository.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/services/TemplateEngine.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/services/WorkflowRelationService.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/services/context/StepOutputsWriter.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/services/publication/ShowcaseSnapshotBuilder.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/tools/workflow/WorkflowHelpProvider.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/tools/workflow/builder/WorkflowBuilderHelpModule.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/tools/workflow/builder/WorkflowBuilderProvider.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/tools/workflow/builder/WorkflowBuilderToolDefinitionFactory.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/tools/workflow/builder/creators/ForkMergeNodeCreator.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/tools/workflow/builder/validation/BackEdgeSafetyValidator.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/main/java/com/apimarketplace/orchestrator/tools/workflow/builder/validation/ValidationGraphAnalyzer.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/test/java/com/apimarketplace/orchestrator/archunit/StepOutputsWriterUsageTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/test/java/com/apimarketplace/orchestrator/controllers/dto/WorkflowRelationsJsonTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/test/java/com/apimarketplace/orchestrator/domain/file/FileRefScannerTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/test/java/com/apimarketplace/orchestrator/execution/v2/adhoc/AdHocNodeExecutionServiceBatchTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/test/java/com/apimarketplace/orchestrator/execution/v2/engine/ExecutionContextTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/test/java/com/apimarketplace/orchestrator/execution/v2/engine/UnifiedExecutionEngineUnreachableMergeTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/test/java/com/apimarketplace/orchestrator/execution/v2/services/MergeReachabilityGuardTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/test/java/com/apimarketplace/orchestrator/integration/repository/WorkflowStepDataRepositoryIntegrationTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/test/java/com/apimarketplace/orchestrator/persistence/SubWorkflowEdgeQueryPostgresTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/test/java/com/apimarketplace/orchestrator/services/TemplateEngineTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/test/java/com/apimarketplace/orchestrator/services/WorkflowRelationServiceTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/test/java/com/apimarketplace/orchestrator/services/context/StepOutputsWriterTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/test/java/com/apimarketplace/orchestrator/services/publication/ShowcaseSnapshotBuilderEdgeCountsTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/test/java/com/apimarketplace/orchestrator/services/publication/ShowcaseSnapshotBuilderScrubTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/test/java/com/apimarketplace/orchestrator/services/publication/ShowcaseSnapshotBuilderStepFilesTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/test/java/com/apimarketplace/orchestrator/tools/workflow/builder/RunNodeBatchParamNameTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/test/java/com/apimarketplace/orchestrator/tools/workflow/builder/RunNodeBatchTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/orchestrator-service/src/test/java/com/apimarketplace/orchestrator/tools/workflow/builder/validation/BackEdgeSafetyValidatorTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/main/java/com/apimarketplace/publication/controller/CeDownloadController.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/main/java/com/apimarketplace/publication/controller/InternalPublicationController.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/main/java/com/apimarketplace/publication/controller/RemoteMarketplaceController.java	TRINYX_ADAPTATION_ALREADY_COMPATIBLE	Upstream controller semantics remain canonical; Trinyx remote/local marketplace gating already composes around them
backend/publication-service/src/main/java/com/apimarketplace/publication/controller/WorkflowPublicationController.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/main/java/com/apimarketplace/publication/domain/WorkflowPublicationEntity.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/main/java/com/apimarketplace/publication/service/AgentPublicationService.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/main/java/com/apimarketplace/publication/service/LandingInterfaceSnapshotter.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/main/java/com/apimarketplace/publication/service/PublicationFileUrlResolver.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/main/java/com/apimarketplace/publication/service/ResourcePublicationService.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/main/java/com/apimarketplace/publication/service/ShowcaseFileNamespaceRepairService.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/main/java/com/apimarketplace/publication/service/ShowcaseFileRefRewriter.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/main/java/com/apimarketplace/publication/service/ShowcaseSnapshotReader.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/main/java/com/apimarketplace/publication/service/WorkflowPublicationService.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/main/java/com/apimarketplace/publication/service/resource/DataSourceFileCloneService.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/test/java/com/apimarketplace/publication/controller/InternalPublicationControllerApplicationPublicationsTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/test/java/com/apimarketplace/publication/controller/InternalPublicationControllerByProjectTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/test/java/com/apimarketplace/publication/controller/InternalPublicationControllerCeExclusiveTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/test/java/com/apimarketplace/publication/controller/InternalPublicationControllerPendingReviewConflictTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/test/java/com/apimarketplace/publication/controller/InternalPublicationControllerRemoteMarketplaceTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/test/java/com/apimarketplace/publication/controller/InternalPublicationControllerResourceStatusesTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/test/java/com/apimarketplace/publication/controller/InternalPublicationControllerVisibilitiesTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/test/java/com/apimarketplace/publication/controller/PublishAgentValidation422ContractTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/test/java/com/apimarketplace/publication/controller/RemoteMarketplaceControllerTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/test/java/com/apimarketplace/publication/controller/WorkflowPublicationControllerShowcaseRenderTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/test/java/com/apimarketplace/publication/service/CeExclusiveInlineGuardTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/test/java/com/apimarketplace/publication/service/CeExclusiveUpdatePathTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/test/java/com/apimarketplace/publication/service/PublicationFileUrlResolverTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
backend/publication-service/src/test/java/com/apimarketplace/publication/service/PublicationSelfRefAgentTriggerTest.java	UNCHANGED_UPSTREAM	Merged from the exact LiveContext v0.2.14 ancestry with no PR25-specific adaptation
